id,name,host_location,latitude,longitude,bedrooms
894539,Private room in house ,"Boston, Massachusetts, United States",42.29090393,-71.13023771,1
879929,Surround yourself with custom art!,"Boston Massachusetts, Roslindale Neighborhood",42.29151999,-71.13185777,1
9218312,Sunny bedroom with private bathroom,"Boston, Massachusetts, United States",42.28907107,-71.12823296,1
321328,Bright Room Near Roslindale Village,"Boston, Massachusetts, United States",42.29223824,-71.13449706,1
1810172,Room for 2 in Rozzie - Full Bath,"Roslindale (part of Boston), MA",42.28208581,-71.13334868,1
6513924,Private room in spacious condo!,"Boston, Massachusetts, United States",42.28456151,-71.11972634,1
7093109,Adorable  Apt. 20 min from Downtown,"Boston, Massachusetts, United States",42.27696862,-71.11775586,2
14690527,1 Bedroom Home Suite Home,"Boston, Massachusetts, United States",42.28922069,-71.13071327,1
7086825,Private Room near public transport,"Boston, Massachusetts, United States",42.28228163,-71.11681747,1
1861070,Charming Gambrel on a sweet street,"Boston, Massachusetts, United States",42.27691292,-71.12823284,1
4283698,Private 1 bedroom w/ kitchenette,"Boston, Massachusetts, United States",42.28967076,-71.13728641,1
10116095,Comfortable & Clean - Boston,"Boston, Massachusetts, United States",42.28960322,-71.13336749,1
8548176,Charming 3 bedroom-15 min to Boston,"Milton, Massachusetts, United States",42.2791761,-71.1327718,3
4922204,Charming new house-15 min to Boston,"Milton, Massachusetts, United States",42.28214228,-71.12904915,3
4085362,"""Room with a View""  from ""Top of the Hill""","Boston, Massachusetts, United States",42.28174852,-71.14031784,1
3755609,Lovely & Gracious Victorian room,US,42.2756372,-71.12480042,1
13768853,"Cozy, quiet room in Roslindale","Upton, Massachusetts, United States",42.2875977,-71.13448153,1
1936861,Private Room in Rozzie,"Boston, Massachusetts, United States",42.28997231,-71.13614632,1
4461111,Queen room in a charming villa,"Boston, Massachusetts, United States",42.27896822,-71.13671456,1
1724900,Charming sunlit house in Boston,"Boston, Massachusetts, United States",42.28290546,-71.13267674,2
13937181,Guest Room in Cozy Home,"Boston, Massachusetts, United States",42.27636368,-71.13643293,1
3968797,Sunny bedroom in large quiet house,"Boston, Massachusetts, United States",42.29110718,-71.13133846,1
1494726,Cozy in Rozzie!,"Boston, Massachusetts, United States",42.27571563,-71.13013943,1
8473851,Private Room in Single Family Home,"Boston, Massachusetts, United States",42.27493019,-71.13062801,1
3575220,The Artist room in beautiful villa.,"Boston, Massachusetts, United States",42.28027891,-71.13586963,1
1591827,PrivRoom+Bath In Roslindale/Boston,"Boston, Massachusetts, United States",42.28556003,-71.1239987,1
3229255,1bd Boston apt - Convenient & quiet,"Boston, Massachusetts, United States",42.28702561,-71.13353879,1
1721016,Quiet Sunlit Attic Studio,"Boston, Massachusetts, United States",42.28606773,-71.1323625,0
12535687,In-Law Apartment,"Boston, Massachusetts, United States",42.28389087,-71.13140827,0
12994227,Cozy room near the arboretum,"Boston, Massachusetts, United States",42.29392464,-71.13548936,1
12927298,Private House in Roslindale/Boston/Arboretum,"Boston, Massachusetts, United States",42.29061656,-71.13273461,3
169938,Gorgeous Boston Loft Style Condo!,US,42.31379196,-71.10338741,1
594693,Private room in peaceful space,"Boston, Massachusetts, United States",42.30797481,-71.11622135,1
2384581,"Loft bedroom, sleeps 2","Boston, Massachusetts, United States",42.30935659,-71.1168273,1
735970,Part of a Large Condo Jamaica Plain,"Boston, Massachusetts, United States",42.31691221,-71.11302542,1
4262255,Beautiful and sunny condo ,"Boston, Massachusetts, United States",42.30398456,-71.10449361,1
4000384,Sunlit room with private bath,"Boston, Massachusetts, United States",42.31632876,-71.09909642,1
6693305,"Bed, Bath and Beyond III in JP","Boston, Massachusetts, United States",42.32002252,-71.1059405,1
6730758,Private studio by subway w/parking,"Boston, Massachusetts, United States",42.31451961,-71.10558689,1
6248970,Spacious room convenient to subway,US,42.32171967,-71.10345882,1
12806707,Artistic House Next To Jamaica Pond,"Cambridge, Massachusetts, United States",42.3167906,-71.11563043,1
14246616,"Cozy Room off Centre St, JP!","Boston, Massachusetts, United States",42.31951,-71.1053766,1
3703674,Private floor in Jamaica Plain home,"Boston, Massachusetts, United States",42.31527457,-71.11331606,1
4792901,Spacious room in secluded townhouse,"Boston, Massachusetts, United States",42.31549953,-71.11706562,1
5717528,Charming Victorian near T,"Boston, Massachusetts, United States",42.31690481,-71.10519471,1
5601743,"Beautiful, Expansive Space in JP","Boston, Massachusetts, United States",42.31189729,-71.10315398,1
13333862,"Sunny room, colorful artist home","Boston, Massachusetts, United States",42.31706413,-71.10358572,1
519272,"Cozy Room + Private Bath, JP Boston","Boston, Massachusetts, United States",42.30510763,-71.10643297,1
14090779,Lovely room with private half bath,"Boston, Massachusetts, United States",42.31590728,-71.11327328,1
8481291,"Beautiful, airy room in JP","Cambridge, Massachusetts, United States",42.31265282,-71.0997234,1
6990904,Cozy JP bedroom near Orange Line T,"Boston, Massachusetts, United States",42.31530071,-71.09976783,1
197727,Great Boston neighborhood Jamaica PLain,"Boston, Massachusetts, United States",42.31319703,-71.11832362,1
932853,Qn BR/Private Bath/Superhost/JP Ctr,"Boston, Massachusetts, United States",42.31421512,-71.10940661,1
11159585,Mark P.Coleman,"Boston, Massachusetts, United States",42.31256676,-71.12607999,1
9677354,JP Gem,"Boston, Massachusetts, United States",42.31678462,-71.10731719,1
13426831,"Cozy, comfortable, colorful room near orange line","Boston, Massachusetts, United States",42.31362611,-71.10819525,1
7956634,The Blue Room in JP,"Boston, Massachusetts, United States",42.30370465,-71.11397057,1
568234,Parking/Pvt Bath/Hip Neighborhood!,"Boston, Massachusetts, United States",42.30334666,-71.10497372,1
1030500,"Cozy den, private apt/kitchen/bath","Boston, Massachusetts, United States",42.29106052,-71.11593555,1
13652374,Private Room near Forest Hills T Stop,"Boston, Massachusetts, United States",42.29763812,-71.11399252,1
12930651,Sunny and quiet private room close to subway (JP),"Boston, Massachusetts, United States",42.30537679,-71.11324413,1
3997572,Room in beautiful JP home,"Boston, Massachusetts, United States",42.31449927,-71.11223192,1
4223387,Convenient green Victorian,"Boston, Massachusetts, United States",42.31738707,-71.10003066,1
12855396,Cozy room in boston neighborhood,"Boston, Massachusetts, United States",42.32423675,-71.10812405,1
12426823,"Nice private room, full size bed","Belo Horizonte, State of Minas Gerais, Brazil",42.32219838,-71.10629671,1
14361322,Cozy Neighborhood Spot,"Boston, Massachusetts, United States",42.32284647,-71.10517195,1
2963419,"Peaceful room, garden oasis","Boston, Massachusetts, United States",42.31803897,-71.11687373,1
5904732,Lg sunny room w/private entrance,"Boston, Massachusetts, United States",42.3140648,-71.09905546,1
3591359,Spacious 2 bedroom apartment (free parking),"Boston, Massachusetts, United States",42.32566812,-71.10543389,2
2538536,Beautiful bright corner unit!ioc,"Brookline, Massachusetts, United States",42.32487447,-71.10556705,1
4975581,Clean Apartment in Boston,"St. Johnsbury, Vermont, United States",42.32038119,-71.11270173,2
4767023,Stay in Boston's top neighborhood,US,42.32327561,-71.10705882,3
6364042,Bright room with queen sized bed,"Boston, Massachusetts, United States",42.31362383,-71.09821201,1
7986179,Spacious home in Jamaica Plain,"Massachusetts, United States",42.32157794,-71.11411533,1
14109003,"3rd floor condo, 2 bedrooms, 2 decks","Boston, Massachusetts, United States",42.32267989,-71.11561972,2
1109224,4 bedroom Victorian Condo unit,"Boston, Massachusetts, United States",42.32051086,-71.11215759,4
1067184,Lovely bedroom/use of whole apt.,"Boston, Massachusetts, United States",42.30633269,-71.1190246,1
13215952,The Blue Grotto,"Boston, Massachusetts, United States",42.30992056,-71.11072692,1
777903,A suburban feel in the city,"Boston, Massachusetts, United States",42.30757426,-71.13463037,1
1301500,Stay in Boston's best neighborhood!,"Boston, Massachusetts, United States",42.30997683,-71.10962021,1
8923817,"Elegant studio,kitchn, soaking tub","Boston, Massachusetts, United States",42.3090739,-71.11254191,1
14057466,Priv apt w/2 Beds 1 bath close to Medical/Downtown,"Boston, Massachusetts, United States",42.31357234,-71.11381933,2
14909417,Woodland Sanctuary next to Orange Line T,US,42.29644508,-71.1111878,4
5521378,"Cozy bedroom near train, bus, parks","Boston, Massachusetts, United States",42.31169374,-71.1011646,1
13041602,Quiet & Sunny Room Near Subway,"Boston, Massachusetts, United States",42.29985744,-71.11235604,1
2621242,Lovely one bedroom Apt,"Boston, Massachusetts, United States",42.31842255,-71.10550531,1
950046,Spacious Apartment in Jamaica Plain,"Boston, Massachusetts, United States",42.31185272,-71.10926319,3
3342094,Pondside Paradise with Piano,"Boston, Massachusetts, United States",42.31737019,-71.11485899,2
5652147,"Convenient, Sunny 3b/2bth w/Parking","Boston, Massachusetts, United States",42.30704885,-71.11662413,3
14105971,Tranquil Treetop Loft,"Boston, Massachusetts, United States",42.30906285,-71.11141973,0
2875267,"Historic Carriage House, a peaceful city oasis","Boston, Massachusetts, United States",42.30883694,-71.11935092,0
9485607,"Large, sunny, cozy home w/character","Boston, Massachusetts, United States",42.31923483,-71.10501594,2
7273770,Boston 2 bedroom top floor condo w/balcony!,"Boston, Massachusetts, United States",42.30606394,-71.11516054,2
5405928,Charming 2BD Across from Arboretum,"Boston, Massachusetts, United States",42.3039816,-71.11848461,2
4586681,"Hidden Gem in Jamaica Plain, Boston","Boston, Massachusetts, United States",42.31482748,-71.11295481,1
1113272,JP Whole awesome apartment,"Boston, Massachusetts, United States",42.30484333,-71.10627116,2
12647606,Private Room in Urban DIY House,"Boston, Massachusetts, United States",42.31337133,-71.11089129,1
10271867,Cozy room in Jamaica Plain,"Boston, Massachusetts, United States",42.32357026,-71.10670813,1
7879708,"Sunny, Cozy and Convenient JP Home!","Boston, Massachusetts, United States",42.29559334,-71.11530146,1
3881993,Vintage Apt With 3 Large Bedrooms,"Miami, Florida, United States",42.30433801,-71.1087173,3
12566065,Large and Cozy Boston Bedroom,US,42.30443377,-71.10967689,1
6602217,Private Apartment!,"Boston, Massachusetts, United States",42.32309569,-71.10851427,1
3276286,Sunny apartment in Boston hosts 6,"Boston, Massachusetts, United States",42.31147167,-71.10529986,2
2014651,One Private Bedroom in J.P.,"Boston, Massachusetts, United States",42.30711034,-71.10582363,1
6053700,3+ bedroom house - center of JP,"Cambridge, Massachusetts, United States",42.30983485,-71.11457927,3
4405982,Luxury Apt near Restaurants&Pond&T,"Boston, Massachusetts, United States",42.31807257,-71.11267006,4
250983,Designers Haven: II - whole apt!!!,"Seattle, Washington, United States",42.32394222,-71.10820204,2
2308630,Spacious 2BD w/ Balconies & Parking,"Boston, Massachusetts, United States",42.30904986,-71.11253859,2
8272350,"""The Sheridan"" JP, Boston","Boston, Massachusetts, United States",42.32004367,-71.10784416,1
12368012,Sumnerhill.com,"Boston, Massachusetts, United States",42.30871721,-71.11051776,3
4098410,Fully Renovated Room in JP,"Miami, Florida, United States",42.30508831,-71.10735817,1
6322283,Restful space with morning light,"Boston, Massachusetts, United States",42.30794791,-71.10929999,1
7823025,Private bedroom in heart of JP,"Boston, Massachusetts, United States",42.30970116,-71.11833424,1
9549850,Welcome to cozy groundfloor 2rm apt,"Boston, Massachusetts, United States",42.32080939,-71.10730266,1
7845607,Cozy Sunroom in Secluded Townhouse,"Boston, Massachusetts, United States",42.31579766,-71.116963,1
14071446,Twins in a peaceful room.,"Massachusetts, United States",42.32249609,-71.11475792,1
14218904,Room in the heart of JP,"Boston, Massachusetts, United States",42.31805468,-71.11186936,1
11826815,Terrestrial Paradise of Eternal Love,"Boston, Massachusetts, United States",42.29956292,-71.11283945,1
13334098,3BR + Office Single Family in JP near Monument,"Boston, Massachusetts, United States",42.30988682,-71.11789702,4
4765070,Private studio w/ private entrance,"Boston, Massachusetts, United States",42.32508878,-71.1072298,0
2880944,2BD Pond-side condo in JP ,"Boston, Massachusetts, United States",42.31395141,-71.11600892,2
9532771,Tranquil room in great spot!,"Boston, Massachusetts, United States",42.3232429,-71.11357115,1
10253591,"Quiet, Private Room with Comfy Bed","Boston, Massachusetts, United States",42.31838302,-71.1018781,1
1881298,Private Studio- Minutes from T!,"Boston, Massachusetts, United States",42.30026388,-71.11180739,1
210097,Treetop Haven in the City,"Boston, Massachusetts, United States",42.3186354,-71.10640628,1
6059968,Funky Alcove for 2/Superhost/JP Ctr,"Boston, Massachusetts, United States",42.31359024,-71.1091153,1
6862758,"Quiet, Spacious 2BD in Boston's JP!","Boston, Massachusetts, United States",42.31813877,-71.10367354,2
799701,Large Sunny Apartment in JP,"Boston, Massachusetts, United States",42.32085835,-71.11249877,4
6862594,"Beautiful Home in Jamaica Plain, MA","Boston, Massachusetts, United States",42.3192652,-71.11324624,1
9057435,3 BR Apartment with Kitchenette,"Boston, Massachusetts, United States",42.31433572,-71.11641498,3
750438,"A quiet, green oasis in funky JP! ","Boston, Massachusetts, United States",42.30681153,-71.11052442,1
12874603,Comfortable Private Bedroom for 2,"San Isidro, Buenos Aires Province, Argentina",42.32267198,-71.10078612,1
12727401,Excellent Room! Right by the Subway,"Boston, Massachusetts, United States",42.30977751,-71.11879574,1
2077794,Charming Boston Apartment,"Chicago, Illinois, United States",42.3044244,-71.11429864,1
9712731,Cozy 1 Bd Artist's Sanctuary,"Boston, Massachusetts, United States",42.32551167,-71.11320967,1
13677640,"Peaceful/Fun area, 4 minute walk to ""T""",US,42.31121058,-71.10200967,1
3371091,Treetop Room in Sunny Pondside Home,"Boston, Massachusetts, United States",42.31874258,-71.11599746,1
13512551,"CITY HOME COUNTRY FEEL, Boston, MA USA","Boston, Massachusetts, United States",42.30595864,-71.13230208,4
732999,Lovely home in Jamaica Plain Boston,"Boston, Massachusetts, United States",42.3045593,-71.11364252,2
6106955,Treetop 2+BR Condo w/ Guest Hammock,"Boston, Massachusetts, United States",42.3087358,-71.09977037,2
2698996,Room in Pondside Apt!,"Boston, Massachusetts, United States",42.31567995,-71.11520101,1
27611,One Bedroom Studio Garden Apartment,"Boston, Massachusetts, United States",42.31556512,-71.11482701,1
4025194,Queen Bed/Near Subway/Free Passes,"Boston, Massachusetts, United States",42.295723,-71.11942118,1
8336364,Beautiful Modern Condo,"Boston, Massachusetts, United States",42.3119946,-71.1104509,2
12071820,Super Cozy Apt - An Artist's Home,"Boston, Massachusetts, United States",42.30687965,-71.11231784,1
7910223,"Charming  Apartment, Jamaica Plain","Boston, Massachusetts, United States",42.31592271,-71.09957963,1
4567815,Treetop Jamaica Plain home,"Boston, Massachusetts, United States",42.30653907,-71.11789286,2
12022134,Private room in great JP location!,"Boston, Massachusetts, United States",42.30861526,-71.11488311,1
13513012,"T'BEST: Priv. Bath, Deck; Subway, Parking Option","Boston, Massachusetts, United States",42.29877632,-71.11159713,1
3730447,Parkside Apartment- Cozy and Roomy!,"Boston, Massachusetts, United States",42.2974048,-71.11391373,2
4149974,Centered on Centre ,"Boston, Massachusetts, United States",42.31796621,-71.11153464,1
14933380,"Sofa bed in cozy, clean apartment","Boston, Massachusetts, United States",42.32489118,-71.11344013,1
6238463,Pvt tree top room in great location,"Boston, Massachusetts, United States",42.31590401,-71.11404803,1
1929406,Family-Friendly Victorian Townhouse,US,42.31274188,-71.1120145,4
4583526,Lovely private 4 bedroom apt,"Boston, Massachusetts, United States",42.30454928,-71.11553159,4
7287822,Light and airy separate apartment in funky JP,"Boston, Massachusetts, United States",42.31527369,-71.10846155,1
8354938,2 bedroom Jamaica Plain Egleston Square w/ parking,"Boston, Massachusetts, United States",42.31465541,-71.09929095,2
5025015,Beautiful Apartment in Boston!,"Boston, Massachusetts, United States",42.32504873,-71.10629609,3
4452800,Small Cozy Room in Beautiful Place,"Boston, Massachusetts, United States",42.29554924,-71.11354969,1
7554801,Cozy guest room. Awesome location!,"Boston, Massachusetts, United States",42.32235541,-71.10672991,1
9349646,Family-friendly private room,"Boston, Massachusetts, United States",42.30571166,-71.1056671,1
6386351,Charming Arboretum Area 1+ Bed/1 Ba,US,42.30248683,-71.11331373,1
5124772,Beautiful Victorian on Quiet Street,"Boston, Massachusetts, United States",42.31867699,-71.10033307,5
3977877,Full One-Bedroom in Jamaica Plain,"Boston, Massachusetts, United States",42.31762622,-71.10865424,1
1754939,Gorgeous townhouse in Boston,"Boston, Massachusetts, United States",42.31227026,-71.10086091,2
6602167,TWO BEDROOM APARTMENT,"Boston, Massachusetts, United States",42.32527017,-71.10701089,2
3987926,Rustic Room/Free Transit/By Subway,"Boston, Massachusetts, United States",42.29558695,-71.11941564,1
5729845,"Cozy guest room, great location!","Boston, Massachusetts, United States",42.29812412,-71.11413549,1
9727523,One private room in Jamaica Plain,"Boston, Massachusetts, United States",42.31753771,-71.10845722,1
12463555,"Family friendly, great location","Boston, Massachusetts, United States",42.30683414,-71.11331231,2
9137560,Cozy & Private Room close to city,US,42.30720226,-71.1195889,1
3616081,Jamaica Plain's Urban Oasis,"Boston, Massachusetts, United States",42.31961969,-71.10482911,1
8908145,"Gracious, stunning, with fireplace","Boston, Massachusetts, United States",42.31026209,-71.1125744,1
554720,Boston Charm - Condo,"Hingham, Massachusetts, United States",42.31856881,-71.11415408,2
1551467,Elegant Quiet Family-Friendly 2BR,"Boston, Massachusetts, United States",42.31012524,-71.1028772,2
7743569,Cozy guest room. Awesome location!,"Boston, Massachusetts, United States",42.3095023,-71.11675448,1
732932,"Sunny Home in Jamaica Plain, Boston","Boston, Massachusetts, United States",42.3037631,-71.11400263,1
749247,Beautiful Boston Room-Sunny!,"Boston, Massachusetts, United States",42.31343054,-71.10571837,1
667325,"Great location, large room, and private bath.","Boston, Massachusetts, United States",42.30894842,-71.11416181,1
9349614,"Sunny, Family-Friendly Apartment","Boston, Massachusetts, United States",42.30639602,-71.10593529,2
10627514,Sunny JP bedroom near Orange Line T,"Boston, Massachusetts, United States",42.31551269,-71.10157723,1
1885825,The Roost -  Fox Room,"Boston, Massachusetts, United States",42.30932886,-71.1176428,1
9906565,"Sunny, Modern, Jamaica Plain Condo","Boston, Massachusetts, United States",42.31097645,-71.10416186,3
629814,Diamond House -2- Victorian Jewel,"Boston, Massachusetts, United States",42.31686602,-71.10254447,2
1222327,"Cozy, 2 bedroom near medical area!",US,42.32473174,-71.10791788,2
10299047,2BR in eclectic JP neighborhood,"Boston, Massachusetts, United States",42.31308412,-71.10511678,2
9463444,"Cozy, bohemian Jamaica Plain studio","Boston, Massachusetts, United States",42.30918196,-71.1104931,0
6465075,Spacious 5BR Condo Near Metro,"Boston, Massachusetts, United States",42.29715508,-71.11190356,5
8932377,Queen size bed in roomy 2 BR condo,"Boston, Massachusetts, United States",42.3195109,-71.11460122,1
9577988,"Spacious, well-located 2-bed apt","Boston, Massachusetts, United States",42.32243105,-71.11326558,2
9971054,Cozy Room In JP,US,42.30337107,-71.11500731,1
7348110,Luxury loft w/ beautiful city view,"Boston, Massachusetts, United States",42.32436434,-71.10262149,2
7790454,Vacation Rental,"Boston, Massachusetts, United States",42.30881608,-71.1139284,4
3021446,"Priv. bath, breakfast, parking, puppy, T in hip JP","Boston, Massachusetts, United States",42.31846335,-71.10792705,1
7708436,"Your own bedroom, sitting room and bathroom near T","Boston, Massachusetts, United States",42.30983835,-71.107524,1
11514237,the apartment in the sky,"Boston, Massachusetts, United States",42.31190937,-71.10675529,1
13363171,"Colorful artist home, prime location!","Boston, Massachusetts, United States",42.31552926,-71.102403,1
11946029,Quiet and comfy in Jamaica Plain,"Boston, Massachusetts, United States",42.32186357,-71.10374748,1
6019555,Clean Comfortable Room in Modern Home Near Transit,"Boston, Massachusetts, United States",42.29858047,-71.11026725,1
12052288,The City Cabin - 2 blocks to Subway,"Boston, Massachusetts, United States",42.3162733,-71.10215681,1
9676551,"Urban oasis, wonderful location!","Boston, Massachusetts, United States",42.31614913,-71.10503627,1
12789527,"Private room, Boston with breakfast","Boston, Massachusetts, United States",42.31218843,-71.10566184,1
12855005,Lg rm in beautiful Victorian,"Boston, Massachusetts, United States",42.3134215,-71.1071186,1
1631942,Sweet penthouse in historic Boston,"Boston, Massachusetts, United States",42.31131397,-71.11617069,1
2884903,"Private Room, near JP Center & MBTA","Boston, Massachusetts, United States",42.30557708,-71.11367642,1
14868157,"Charming room, in hip JP near The T","Boston, Massachusetts, United States",42.31605229,-71.09932134,1
13344433,Sun filled modern master suite and separate den,"Massachusetts, United States",42.30637132,-71.11350717,2
40601,Private room & bath - Jamaica Plain,"Boston, Massachusetts, United States",42.31509939,-71.11107897,1
12033661,A quiet and sunny room,"Boston, Massachusetts, United States",42.3064969,-71.1116203,1
6298216,"Fun Location, Beautiful & Spacious!",US,42.31922662,-71.1088689,3
12868343,Charming & Quiet in Jamaica Plain,"Atlanta, Georgia, United States",42.30361487,-71.12921449,1
14474750,Entire Third Floor with private bath.,"Boston, Massachusetts, United States",42.31179032,-71.12132703,2
6921672,French Country 2bd/2bth Heart of JP,US,42.32133487,-71.1077732,2
2219399,Sunny Private Room and Bath in JP,"Boston, Massachusetts, United States",42.30073404,-71.11431097,1
336960,JP Green House: Simple and Private,"Boston, Massachusetts, United States",42.28965255,-71.11472079,1
336946,JP Green House: Garden Apartment,"Boston, Massachusetts, United States",42.28825811,-71.11306692,1
6644330,Qn BR/deck/Jacuzzi/Superhost/JP Ctr,"Boston, Massachusetts, United States",42.31214692,-71.10890828,1
6939162,Unique Loft in Central JP Location,"Boston, Massachusetts, United States",42.31303259,-71.11202441,1
13640138,336 Centre St Boston!,"Boston, Massachusetts, United States",42.32152084,-71.10741009,1
12593295,"Beautiful bedroom, cozy atmosphere","Boston, Massachusetts, United States",42.30450198,-71.11147205,1
10004575,Pondside Spacious Condo,"Boston, Massachusetts, United States",42.31968702,-71.11296925,3
12855343,"Small, sweet, single-bed near T","Boston, Massachusetts, United States",42.31261825,-71.10620542,1
9791506,Entire Tree-Top 1BR Condo in JP on T + Parking,US,42.31246587,-71.10751981,1
5801643,Idyllic Wooded Boston Neighborhood,"Boston, Massachusetts, United States",42.29050284,-71.11642164,1
12888054,Arthouse in Historic Brewery District!,US,42.31642341,-71.10502709,2
5676025,Entire 2 bedroom spacious apartment,US,42.32274731,-71.11033371,2
6104388,Spacious & Modern in Central JP,"Boston, Massachusetts, United States",42.31277909,-71.10974082,2
8283433,Large newly renovated apt in perfect  JP location!,"Boston, Massachusetts, United States",42.31102328,-71.11899339,2
14573919,Family Friendly Home Away From Home,"Brookline, Massachusetts, United States",42.30354529,-71.10589216,2
7495866,Hidden gem in Jamaica Plain,"Boston, Massachusetts, United States",42.31576896,-71.11289367,1
13623390,Cozy JP apt w/ short walk to T,"Boston, Massachusetts, United States",42.30401959,-71.10493709,1
3629014,Jamaica Plain's PINK ROOM,"Boston, Massachusetts, United States",42.31779833,-71.1040344,1
10883063,spacious 3rd floor loft in home,US,42.32411924,-71.10669945,1
713627,"Retro Cool Artist's House, Parking","Boston, Massachusetts, United States",42.30957368,-71.10629241,1
4105704,Sunny Private Studio Aptmt,"Boston, Massachusetts, United States",42.3023644,-71.11490982,1
3957602,The Hedges: Sunny urban garden home,"Boston, Massachusetts, United States",42.31167891,-71.10613378,1
11739985,Two Room Master Suite with Spa Bath,"Boston, Massachusetts, United States",42.3177898,-71.10489693,2
5874408,Cozy JP resting place,"Boston, Massachusetts, United States",42.30509466,-71.11347198,1
7693009,Sweet quiet room in JP condo,"Boston, Massachusetts, United States",42.30979784,-71.10174213,1
3775876,Private room in Jamaica Plain!,"Miami, Florida, United States",42.30514213,-71.10732686,1
3693850,Earth Sanctuary of Abundant Health,"Boston, Massachusetts, United States",42.29982378,-71.1125722,1
4736217,Clean Room in the JP Neighborhood,"Boston, Massachusetts, United States",42.31408312,-71.09973817,1
14428514,"Affordable Boston, The dream of the 90's lives.","Boston, Massachusetts, United States",42.30731115,-71.10339731,1
3021862,Luxurious Room includes Jacuzzi,"Massachusetts, United States",42.2909887,-71.1127371,1
4348422,Cozy Jamaica Plain Pad,"Boston, Massachusetts, United States",42.31158243,-71.11170823,1
973840,Quiet and close to subway!,"Boston, Massachusetts, United States",42.30866054,-71.10156432,1
9575439,"Close to universities, hospitals","Boston, Massachusetts, United States",42.32137451,-71.1060596,1
4430821,Cheery skylit room w/ Queen bed,"Boston, Massachusetts, United States",42.30516878,-71.11290753,2
9591772,"Jamaica Plain condo, great location","Boston, Massachusetts, United States",42.32002043,-71.10459796,2
3079305,Modern and charming condo in JP.,"Boston, Massachusetts, United States",42.3069432,-71.11401575,2
14474114,Cozy Room with Shared Bath,US,42.29366808,-71.11789414,1
7789429,Diamond House -3- Victorian Jewel,"Boston, Massachusetts, United States",42.31881359,-71.10321897,2
1203014,Modern Townhouse in Hippest 'Hood,"Boston, Massachusetts, United States",42.30601751,-71.10953839,1
957224,Beautiful 3 BR with Great Location,"Boston, Massachusetts, United States",42.31885965,-71.11451513,3
4119345,Rare! Boston house near everything,"Avignon, Provence-Alpes-Côte d'Azur, France",42.31161875,-71.10910186,3
5495547,Spacious & Charming in JP,"Atlanta, Georgia, United States",42.30189019,-71.12908358,3
12081834,"Fantastic Design, Spacious Boston","Boston, Massachusetts, United States",42.31947423,-71.10981262,1
14260905,"Comfortable, convenient & affordable JP Apartment","Boston, Massachusetts, United States",42.31187523,-71.10988286,2
3988018,Sports Room/Near Subway/Free Passes,"Boston, Massachusetts, United States",42.29552807,-71.11929019,1
728238,Need to be cozy at the last minute,"Boston, Massachusetts, United States",42.30963229,-71.11621848,1
12997241,2 bdrms in JP Victorian,"Boston, Massachusetts, United States",42.31321248,-71.10808728,2
10074653,bright 3floor bedroom in a old brick city house,"Boston, Massachusetts, United States",42.32139007,-71.1088521,1
4054079,Studio & Bath On 1st Floor in JP Boston Near Train,"Boston, Massachusetts, United States",42.31653899,-71.1043184,0
